arch,workload,layer,cache_type,associativity,size_bytes,inner_dim,layout,line_size,mean_hit_rate,n_samples
loas,vgg16_T4_all,layer_11_features_37,set_associative,4,16384,cout,cin_cout_2d,16,0.000000,5
loas,vgg16_T4_all,layer_11_features_37,set_associative,4,32768,cout,cin_cout_2d,16,0.000000,5
loas,vgg16_T4_all,layer_11_features_37,set_associative,4,65536,cout,cin_cout_2d,16,0.000000,5
loas,vgg16_T4_all,layer_11_features_37,set_associative,16,16384,cout,cin_cout_2d,16,0.000000,5
loas,vgg16_T4_all,layer_11_features_37,set_associative,16,32768,cout,cin_cout_2d,16,0.000000,5
loas,vgg16_T4_all,layer_11_features_37,set_associative,16,65536,cout,cin_cout_2d,16,0.000000,5
loas,vgg16_T4_all,layer_11_features_37,set_associative,32,16384,cout,cin_cout_2d,16,0.000000,5
loas,vgg16_T4_all,layer_11_features_37,set_associative,32,32768,cout,cin_cout_2d,16,0.000000,5
loas,vgg16_T4_all,layer_11_features_37,set_associative,32,65536,cout,cin_cout_2d,16,0.000000,5
loas,vgg16_T4_all,layer_11_features_37,fully_associative,0,16384,cout,cin_cout_2d,16,0.000000,5
loas,vgg16_T4_all,layer_11_features_37,fully_associative,0,32768,cout,cin_cout_2d,16,0.224465,5
loas,vgg16_T4_all,layer_11_features_37,fully_associative,0,65536,cout,cin_cout_2d,16,0.327836,5
loas,vgg16_T4_all,layer_11_features_37,set_associative,4,16384,cout,cin_cout_2d,32,0.313763,5
loas,vgg16_T4_all,layer_11_features_37,set_associative,4,32768,cout,cin_cout_2d,32,0.313763,5
loas,vgg16_T4_all,layer_11_features_37,set_associative,4,65536,cout,cin_cout_2d,32,0.313763,5
loas,vgg16_T4_all,layer_11_features_37,set_associative,16,16384,cout,cin_cout_2d,32,0.313763,5
loas,vgg16_T4_all,layer_11_features_37,set_associative,16,32768,cout,cin_cout_2d,32,0.313763,5
loas,vgg16_T4_all,layer_11_features_37,set_associative,16,65536,cout,cin_cout_2d,32,0.313763,5
loas,vgg16_T4_all,layer_11_features_37,set_associative,32,16384,cout,cin_cout_2d,32,0.313763,5
loas,vgg16_T4_all,layer_11_features_37,set_associative,32,32768,cout,cin_cout_2d,32,0.313763,5
loas,vgg16_T4_all,layer_11_features_37,set_associative,32,65536,cout,cin_cout_2d,32,0.313763,5
loas,vgg16_T4_all,layer_11_features_37,fully_associative,0,16384,cout,cin_cout_2d,32,0.313763,5
loas,vgg16_T4_all,layer_11_features_37,fully_associative,0,32768,cout,cin_cout_2d,32,0.316258,5
loas,vgg16_T4_all,layer_11_features_37,fully_associative,0,65536,cout,cin_cout_2d,32,0.583490,5
loas,vgg16_T4_all,layer_11_features_37,set_associative,4,16384,cout,cin_cout_2d,64,0.605892,5
loas,vgg16_T4_all,layer_11_features_37,set_associative,4,32768,cout,cin_cout_2d,64,0.605892,5
loas,vgg16_T4_all,layer_11_features_37,set_associative,4,65536,cout,cin_cout_2d,64,0.605892,5
loas,vgg16_T4_all,layer_11_features_37,set_associative,16,16384,cout,cin_cout_2d,64,0.605892,5
loas,vgg16_T4_all,layer_11_features_37,set_associative,16,32768,cout,cin_cout_2d,64,0.605892,5
loas,vgg16_T4_all,layer_11_features_37,set_associative,16,65536,cout,cin_cout_2d,64,0.605892,5
loas,vgg16_T4_all,layer_11_features_37,set_associative,32,16384,cout,cin_cout_2d,64,0.605892,5
loas,vgg16_T4_all,layer_11_features_37,set_associative,32,32768,cout,cin_cout_2d,64,0.605892,5
loas,vgg16_T4_all,layer_11_features_37,set_associative,32,65536,cout,cin_cout_2d,64,0.605892,5
loas,vgg16_T4_all,layer_11_features_37,fully_associative,0,16384,cout,cin_cout_2d,64,0.605892,5
loas,vgg16_T4_all,layer_11_features_37,fully_associative,0,32768,cout,cin_cout_2d,64,0.605892,5
loas,vgg16_T4_all,layer_11_features_37,fully_associative,0,65536,cout,cin_cout_2d,64,0.775039,5
